msa,msaname,date,CHPI
38060,"Phoenix-Mesa-Scottsdale, AZ",2013-11-22,167533.61
38300,"Pittsburgh, PA",2013-11-22,159357.25
38900,"Portland-Vancouver-Hillsboro, OR-WA",2013-11-22,233054.34
39300,"Providence-Warwick, RI-MA",2013-11-22,260856.92
39580,"Raleigh, NC",2013-11-22,160299.98
40060,"Richmond, VA",2013-11-22,158904.7
40140,"Riverside-San Bernardino-Ontario, CA",2013-11-22,236384.44
40380,"Rochester, NY",2013-11-22,128890.18
40900,"Sacramento--Roseville--Arden-Arcade, CA",2013-11-22,255136.63
41180,"St. Louis, MO-IL",2013-11-22,122070.46
41620,"Salt Lake City, UT",2013-11-22,191206.81
41740,"San Diego-Carlsbad, CA",2013-11-22,446030.88
41884,"San Francisco-Redwood City-South San Francisco, CA",2013-11-22,859374.81
41940,"San Jose-Sunnyvale-Santa Clara, CA",2013-11-22,679113.19
42644,"Seattle-Bellevue-Everett, WA",2013-11-22,306658.66
43524,"Silver Spring-Frederick-Rockville, MD",2013-11-22,328376.69
45060,"Syracuse, NY",2013-11-22,136470.02
45104,"Tacoma-Lakewood, WA",2013-11-22,198892.47
45300,"Tampa-St. Petersburg-Clearwater, FL",2013-11-22,136837.27
45780,"Toledo, OH",2013-11-22,111148.65
46060,"Tucson, AZ",2013-11-22,155899.44
46140,"Tulsa, OK",2013-11-22,111805.77
46520,"Urban Honolulu, HI",2013-11-22,566487.06
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2013-11-22,255167.52
47664,"Warren-Troy-Farmington Hills, MI",2013-11-22,149092.63
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013-11-22,316185.53
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2013-11-22,171378.69
48620,"Wichita, KS",2013-11-22,105738.02
48864,"Wilmington, DE-MD-NJ",2013-11-22,175164.13
49180,"Winston-Salem, NC",2013-11-22,137037.86
49340,"Worcester, MA-CT",2013-11-22,137037.86
49660,"Youngstown-Warren-Boardman, OH-PA",2013-11-22,94236.313
10420,"Akron, OH",2013-11-29,111652.01
10580,"Albany-Schenectady-Troy, NY",2013-11-29,111652.01
10740,"Albuquerque, NM",2013-11-29,168148.58
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013-11-29,161495.16
11244,"Anaheim-Santa Ana-Irvine, CA",2013-11-29,627740.5
12060,"Atlanta-Sandy Springs-Roswell, GA",2013-11-29,126186.93
12420,"Austin-Round Rock, TX",2013-11-29,209274.86
12580,"Baltimore-Columbia-Towson, MD",2013-11-29,261783.75
12940,"Baton Rouge, LA",2013-11-29,135650.59
13820,"Birmingham-Hoover, AL",2013-11-29,135650.59
14860,"Bridgeport-Stamford-Norwalk, CT",2013-11-29,426903.59
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2013-11-29,136329.52
15764,"Cambridge-Newton-Framingham, MA",2013-11-29,140951.83
15804,"Camden, NJ",2013-11-29,185906.55
15980,"Cape Coral-Fort Myers, FL",2013-11-29,154011.16
16740,"Charlotte-Concord-Gastonia, NC-SC",2013-11-29,129196.61
16974,"Chicago-Naperville-Arlington Heights, IL",2013-11-29,197934.25
17140,"Cincinnati, OH-KY-IN",2013-11-29,116308.95
17460,"Cleveland-Elyria, OH",2013-11-29,112420.12
17820,"Colorado Springs, CO",2013-11-29,169801.45
17900,"Columbia, SC",2013-11-29,169801.45
18140,"Columbus, OH",2013-11-29,127556.09
19124,"Dallas-Plano-Irving, TX",2013-11-29,140701.89
19380,"Dayton, OH",2013-11-29,99841.5
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2013-11-29,146798.23
19740,"Denver-Aurora-Lakewood, CO",2013-11-29,259442.28
19804,"Detroit-Dearborn-Livonia, MI",2013-11-29,77356.055
21340,"El Paso, TX",2013-11-29,127519.48
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2013-11-29,220513.41
23104,"Fort Worth-Arlington, TX",2013-11-29,120680.98
23844,"Gary, IN",2013-11-29,191430.31
24340,"Grand Rapids-Wyoming, MI",2013-11-29,141159.81
24660,"Greensboro-High Point, NC",2013-11-29,120759.95
24860,"Greenville-Anderson-Mauldin, SC",2013-11-29,141424.72
25540,"Hartford-West Hartford-East Hartford, CT",2013-11-29,245031.84
26420,"Houston-The Woodlands-Sugar Land, TX",2013-11-29,135601.97
26900,"Indianapolis-Carmel-Anderson, IN",2013-11-29,115866.77
27260,"Jacksonville, FL",2013-11-29,19982.434
28140,"Kansas City, MO-KS",2013-11-29,123780.24
28940,"Knoxville, TN",2013-11-29,131224.41
29404,"Lake County-Kenosha County, IL-WI",2013-11-29,289020.28
29460,"Lakeland-Winter Haven, FL",2013-11-29,105964.05
29820,"Las Vegas-Henderson-Paradise, NV",2013-11-29,166274.72
30780,"Little Rock-North Little Rock-Conway, AR",2013-11-29,116205.51
31084,"Los Angeles-Long Beach-Glendale, CA",2013-11-29,452801.72
31140,"Louisville/Jefferson County, KY-IN",2013-11-29,136127.77
32820,"Memphis, TN-MS-AR",2013-11-29,110218.28
33124,"Miami-Miami Beach-Kendall, FL",2013-11-29,308550.22
33340,"Milwaukee-Waukesha-West Allis, WI",2013-11-29,174409.86
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013-11-29,190988.66
33874,"Montgomery County-Bucks County-Chester County, PA",2013-11-29,225740.8
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2013-11-29,156391.14
35004,"Nassau County-Suffolk County, NY",2013-11-29,457851.78
35084,"Newark, NJ-PA",2013-11-29,244173.64
35300,"New Haven-Milford, CT",2013-11-29,239378.28
35380,"New Orleans-Metairie, LA",2013-11-29,149645.89
35614,"New York-Jersey City-White Plains, NY-NJ",2013-11-29,347927.16
35840,"North Port-Sarasota-Bradenton, FL",2013-11-29,192370.8
36084,"Oakland-Hayward-Berkeley, CA",2013-11-29,443630.19
36420,"Oklahoma City, OK",2013-11-29,119014.23
36540,"Omaha-Council Bluffs, NE-IA",2013-11-29,125440.98
36740,"Orlando-Kissimmee-Sanford, FL",2013-11-29,142965.61
37100,"Oxnard-Thousand Oaks-Ventura, CA",2013-11-29,455361.88
37340,"Palm Bay-Melbourne-Titusville, FL",2013-11-29,118977.69
37964,"Philadelphia, PA",2013-11-29,150075.5
38060,"Phoenix-Mesa-Scottsdale, AZ",2013-11-29,167373.91
38300,"Pittsburgh, PA",2013-11-29,160006.44
38900,"Portland-Vancouver-Hillsboro, OR-WA",2013-11-29,232064.95
39300,"Providence-Warwick, RI-MA",2013-11-29,259038.55
39580,"Raleigh, NC",2013-11-29,160564.67
40060,"Richmond, VA",2013-11-29,158062.98
40140,"Riverside-San Bernardino-Ontario, CA",2013-11-29,236387.59
40380,"Rochester, NY",2013-11-29,128061.92
40900,"Sacramento--Roseville--Arden-Arcade, CA",2013-11-29,253428.19
41180,"St. Louis, MO-IL",2013-11-29,121403.83
41620,"Salt Lake City, UT",2013-11-29,190324.64
41740,"San Diego-Carlsbad, CA",2013-11-29,444216.13
41884,"San Francisco-Redwood City-South San Francisco, CA",2013-11-29,841608.5
41940,"San Jose-Sunnyvale-Santa Clara, CA",2013-11-29,680902.44
42644,"Seattle-Bellevue-Everett, WA",2013-11-29,304177.94
43524,"Silver Spring-Frederick-Rockville, MD",2013-11-29,328909.19
45060,"Syracuse, NY",2013-11-29,136340.31
45104,"Tacoma-Lakewood, WA",2013-11-29,198413.53
45300,"Tampa-St. Petersburg-Clearwater, FL",2013-11-29,136840.13
45780,"Toledo, OH",2013-11-29,111148.65
46060,"Tucson, AZ",2013-11-29,156852.23
46140,"Tulsa, OK",2013-11-29,111502.61
46520,"Urban Honolulu, HI",2013-11-29,563696.56
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2013-11-29,254596.06
47664,"Warren-Troy-Farmington Hills, MI",2013-11-29,149130.73
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013-11-29,313097.88
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2013-11-29,170645.28
48620,"Wichita, KS",2013-11-29,105598.16
48864,"Wilmington, DE-MD-NJ",2013-11-29,174771.34
49180,"Winston-Salem, NC",2013-11-29,137639.16
49340,"Worcester, MA-CT",2013-11-29,137639.16
49660,"Youngstown-Warren-Boardman, OH-PA",2013-11-29,94152.859
10420,"Akron, OH",2013-12-06,111506.76
10580,"Albany-Schenectady-Troy, NY",2013-12-06,111506.76
10740,"Albuquerque, NM",2013-12-06,168015.86
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013-12-06,164905.72
11244,"Anaheim-Santa Ana-Irvine, CA",2013-12-06,614230.19
12060,"Atlanta-Sandy Springs-Roswell, GA",2013-12-06,126464.74
12420,"Austin-Round Rock, TX",2013-12-06,209446.78
12580,"Baltimore-Columbia-Towson, MD",2013-12-06,261175.05
12940,"Baton Rouge, LA",2013-12-06,136217.11
13820,"Birmingham-Hoover, AL",2013-12-06,136217.11
14860,"Bridgeport-Stamford-Norwalk, CT",2013-12-06,423642.81
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2013-12-06,136126.33
15764,"Cambridge-Newton-Framingham, MA",2013-12-06,136126.33
15804,"Camden, NJ",2013-12-06,185281.75
15980,"Cape Coral-Fort Myers, FL",2013-12-06,154404.41
16740,"Charlotte-Concord-Gastonia, NC-SC",2013-12-06,128728.89
16974,"Chicago-Naperville-Arlington Heights, IL",2013-12-06,204944.31
17140,"Cincinnati, OH-KY-IN",2013-12-06,116016.59
17460,"Cleveland-Elyria, OH",2013-12-06,112111.13
17820,"Colorado Springs, CO",2013-12-06,169796.11
17900,"Columbia, SC",2013-12-06,169796.11
18140,"Columbus, OH",2013-12-06,127703.85
19124,"Dallas-Plano-Irving, TX",2013-12-06,140051.55
19380,"Dayton, OH",2013-12-06,100324.36
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2013-12-06,147040.34
19740,"Denver-Aurora-Lakewood, CO",2013-12-06,254747.13
19804,"Detroit-Dearborn-Livonia, MI",2013-12-06,76029.477
21340,"El Paso, TX",2013-12-06,121336.7
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2013-12-06,220342.5
23104,"Fort Worth-Arlington, TX",2013-12-06,121057.45
23844,"Gary, IN",2013-12-06,184409.69
24340,"Grand Rapids-Wyoming, MI",2013-12-06,140827.14
24660,"Greensboro-High Point, NC",2013-12-06,120854.89
24860,"Greenville-Anderson-Mauldin, SC",2013-12-06,141120.23
25540,"Hartford-West Hartford-East Hartford, CT",2013-12-06,229692.94
26420,"Houston-The Woodlands-Sugar Land, TX",2013-12-06,135821.34
26900,"Indianapolis-Carmel-Anderson, IN",2013-12-06,115699.48
27260,"Jacksonville, FL",2013-12-06,62532.625
28140,"Kansas City, MO-KS",2013-12-06,123384.48
28940,"Knoxville, TN",2013-12-06,131916.66
29404,"Lake County-Kenosha County, IL-WI",2013-12-06,299805.56
29460,"Lakeland-Winter Haven, FL",2013-12-06,106088.32
29820,"Las Vegas-Henderson-Paradise, NV",2013-12-06,165899.8
30780,"Little Rock-North Little Rock-Conway, AR",2013-12-06,115493.23
31084,"Los Angeles-Long Beach-Glendale, CA",2013-12-06,451175.34
31140,"Louisville/Jefferson County, KY-IN",2013-12-06,135238.55
32820,"Memphis, TN-MS-AR",2013-12-06,110268.01
33124,"Miami-Miami Beach-Kendall, FL",2013-12-06,311311.44
33340,"Milwaukee-Waukesha-West Allis, WI",2013-12-06,174359.47
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013-12-06,190993.94
33874,"Montgomery County-Bucks County-Chester County, PA",2013-12-06,226427.95
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2013-12-06,158461.14
35004,"Nassau County-Suffolk County, NY",2013-12-06,444099.22
35084,"Newark, NJ-PA",2013-12-06,245180.05
35300,"New Haven-Milford, CT",2013-12-06,243802.5
35380,"New Orleans-Metairie, LA",2013-12-06,148701.13
35614,"New York-Jersey City-White Plains, NY-NJ",2013-12-06,348218.97
35840,"North Port-Sarasota-Bradenton, FL",2013-12-06,193113.41
36084,"Oakland-Hayward-Berkeley, CA",2013-12-06,439939.88
36420,"Oklahoma City, OK",2013-12-06,119217.34
36540,"Omaha-Council Bluffs, NE-IA",2013-12-06,125522.12
36740,"Orlando-Kissimmee-Sanford, FL",2013-12-06,142786.58
37100,"Oxnard-Thousand Oaks-Ventura, CA",2013-12-06,452226.03
37340,"Palm Bay-Melbourne-Titusville, FL",2013-12-06,119754.05
37964,"Philadelphia, PA",2013-12-06,150590.34
38060,"Phoenix-Mesa-Scottsdale, AZ",2013-12-06,167621.5
38300,"Pittsburgh, PA",2013-12-06,159187.28
38900,"Portland-Vancouver-Hillsboro, OR-WA",2013-12-06,231949.02
39300,"Providence-Warwick, RI-MA",2013-12-06,258667.52
39580,"Raleigh, NC",2013-12-06,160780.58
40060,"Richmond, VA",2013-12-06,157396.17
40140,"Riverside-San Bernardino-Ontario, CA",2013-12-06,236277.16
40380,"Rochester, NY",2013-12-06,127802.53
40900,"Sacramento--Roseville--Arden-Arcade, CA",2013-12-06,253941.81
41180,"St. Louis, MO-IL",2013-12-06,121006.43
41620,"Salt Lake City, UT",2013-12-06,190311.39
41740,"San Diego-Carlsbad, CA",2013-12-06,443486.78
41884,"San Francisco-Redwood City-South San Francisco, CA",2013-12-06,823386.94
41940,"San Jose-Sunnyvale-Santa Clara, CA",2013-12-06,740669.19
42644,"Seattle-Bellevue-Everett, WA",2013-12-06,304037.28
43524,"Silver Spring-Frederick-Rockville, MD",2013-12-06,327058.75
45060,"Syracuse, NY",2013-12-06,136488.63
45104,"Tacoma-Lakewood, WA",2013-12-06,198472.2
45300,"Tampa-St. Petersburg-Clearwater, FL",2013-12-06,136877.59
45780,"Toledo, OH",2013-12-06,111148.65
46060,"Tucson, AZ",2013-12-06,157346.48
46140,"Tulsa, OK",2013-12-06,111467.63
46520,"Urban Honolulu, HI",2013-12-06,569392.94
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2013-12-06,256843.58
47664,"Warren-Troy-Farmington Hills, MI",2013-12-06,148451.61
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013-12-06,312358.25
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2013-12-06,171734.38
48620,"Wichita, KS",2013-12-06,105758.09
48864,"Wilmington, DE-MD-NJ",2013-12-06,174449.28
49180,"Winston-Salem, NC",2013-12-06,137047.92
49340,"Worcester, MA-CT",2013-12-06,137047.92
49660,"Youngstown-Warren-Boardman, OH-PA",2013-12-06,94135.438
10420,"Akron, OH",2013-12-13,111653.6
10580,"Albany-Schenectady-Troy, NY",2013-12-13,111653.6
10740,"Albuquerque, NM",2013-12-13,169037.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013-12-13,163236.67
11244,"Anaheim-Santa Ana-Irvine, CA",2013-12-13,612551.31
12060,"Atlanta-Sandy Springs-Roswell, GA",2013-12-13,126580.34
12420,"Austin-Round Rock, TX",2013-12-13,209844.64
12580,"Baltimore-Columbia-Towson, MD",2013-12-13,260244.42
12940,"Baton Rouge, LA",2013-12-13,136274.53
13820,"Birmingham-Hoover, AL",2013-12-13,165510.89
14860,"Bridgeport-Stamford-Norwalk, CT",2013-12-13,421267
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2013-12-13,135945.09
15804,"Camden, NJ",2013-12-13,184892.38
15980,"Cape Coral-Fort Myers, FL",2013-12-13,155251.5
16740,"Charlotte-Concord-Gastonia, NC-SC",2013-12-13,128358.79
16974,"Chicago-Naperville-Arlington Heights, IL",2013-12-13,177462.81
17140,"Cincinnati, OH-KY-IN",2013-12-13,115745.95
17460,"Cleveland-Elyria, OH",2013-12-13,111438.93
17820,"Colorado Springs, CO",2013-12-13,168942.78
17900,"Columbia, SC",2013-12-13,168942.78
18140,"Columbus, OH",2013-12-13,127422.7
19124,"Dallas-Plano-Irving, TX",2013-12-13,139980.38
19380,"Dayton, OH",2013-12-13,99574.391
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2013-12-13,147132.92
19740,"Denver-Aurora-Lakewood, CO",2013-12-13,252971.09
19804,"Detroit-Dearborn-Livonia, MI",2013-12-13,75684.469
21340,"El Paso, TX",2013-12-13,120956.36
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2013-12-13,221558.75
23104,"Fort Worth-Arlington, TX",2013-12-13,121075.46
23844,"Gary, IN",2013-12-13,154806.94
24340,"Grand Rapids-Wyoming, MI",2013-12-13,141100.31
24660,"Greensboro-High Point, NC",2013-12-13,121256.99
24860,"Greenville-Anderson-Mauldin, SC",2013-12-13,140834.13
25540,"Hartford-West Hartford-East Hartford, CT",2013-12-13,228281.34
26420,"Houston-The Woodlands-Sugar Land, TX",2013-12-13,135655
26900,"Indianapolis-Carmel-Anderson, IN",2013-12-13,115868.77
27260,"Jacksonville, FL",2013-12-13,83841.492
28140,"Kansas City, MO-KS",2013-12-13,122158.62
28940,"Knoxville, TN",2013-12-13,131961.83
29404,"Lake County-Kenosha County, IL-WI",2013-12-13,279246.25
29460,"Lakeland-Winter Haven, FL",2013-12-13,108254.62
29820,"Las Vegas-Henderson-Paradise, NV",2013-12-13,166297.88
30780,"Little Rock-North Little Rock-Conway, AR",2013-12-13,115268.2
31084,"Los Angeles-Long Beach-Glendale, CA",2013-12-13,449192.28
31140,"Louisville/Jefferson County, KY-IN",2013-12-13,135205.27
32820,"Memphis, TN-MS-AR",2013-12-13,109294.87
33124,"Miami-Miami Beach-Kendall, FL",2013-12-13,313059.38
33340,"Milwaukee-Waukesha-West Allis, WI",2013-12-13,173149.83
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013-12-13,190206.52
33874,"Montgomery County-Bucks County-Chester County, PA",2013-12-13,225908.14
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2013-12-13,158371.41
35004,"Nassau County-Suffolk County, NY",2013-12-13,440758.34
35084,"Newark, NJ-PA",2013-12-13,243774.61
35300,"New Haven-Milford, CT",2013-12-13,240645.44
35380,"New Orleans-Metairie, LA",2013-12-13,147687.38
35614,"New York-Jersey City-White Plains, NY-NJ",2013-12-13,347298.97
35840,"North Port-Sarasota-Bradenton, FL",2013-12-13,192994.11
36084,"Oakland-Hayward-Berkeley, CA",2013-12-13,431350.84
36420,"Oklahoma City, OK",2013-12-13,118559.17
36540,"Omaha-Council Bluffs, NE-IA",2013-12-13,125457.97
36740,"Orlando-Kissimmee-Sanford, FL",2013-12-13,142590.89
37100,"Oxnard-Thousand Oaks-Ventura, CA",2013-12-13,452299.34
37340,"Palm Bay-Melbourne-Titusville, FL",2013-12-13,124998.53
37964,"Philadelphia, PA",2013-12-13,150951.25
38060,"Phoenix-Mesa-Scottsdale, AZ",2013-12-13,167276.73
38300,"Pittsburgh, PA",2013-12-13,158781.39
38900,"Portland-Vancouver-Hillsboro, OR-WA",2013-12-13,231866.52
39300,"Providence-Warwick, RI-MA",2013-12-13,258493.91
39580,"Raleigh, NC",2013-12-13,159872.2
40060,"Richmond, VA",2013-12-13,157046.22
40140,"Riverside-San Bernardino-Ontario, CA",2013-12-13,236049
40380,"Rochester, NY",2013-12-13,127581.15
40900,"Sacramento--Roseville--Arden-Arcade, CA",2013-12-13,253762.42
41180,"St. Louis, MO-IL",2013-12-13,119757.48
41620,"Salt Lake City, UT",2013-12-13,189930.09
41740,"San Diego-Carlsbad, CA",2013-12-13,442995.59
41884,"San Francisco-Redwood City-South San Francisco, CA",2013-12-13,813847.69
41940,"San Jose-Sunnyvale-Santa Clara, CA",2013-12-13,737319.44
42644,"Seattle-Bellevue-Everett, WA",2013-12-13,300985
43524,"Silver Spring-Frederick-Rockville, MD",2013-12-13,326002.16
45060,"Syracuse, NY",2013-12-13,136452.58
45104,"Tacoma-Lakewood, WA",2013-12-13,197721.81
45300,"Tampa-St. Petersburg-Clearwater, FL",2013-12-13,137013.42
45780,"Toledo, OH",2013-12-13,123587.98
46060,"Tucson, AZ",2013-12-13,157544.98
46140,"Tulsa, OK",2013-12-13,116018.59
46520,"Urban Honolulu, HI",2013-12-13,555362.31
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2013-12-13,256714.28
47664,"Warren-Troy-Farmington Hills, MI",2013-12-13,149431.55
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013-12-13,309824.03
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2013-12-13,172638.69
48620,"Wichita, KS",2013-12-13,105482.8
48864,"Wilmington, DE-MD-NJ",2013-12-13,173437.72
49180,"Winston-Salem, NC",2013-12-13,136742.03
49340,"Worcester, MA-CT",2013-12-13,136742.03
49660,"Youngstown-Warren-Boardman, OH-PA",2013-12-13,95096.227
10420,"Akron, OH",2013-12-20,111810.99
10580,"Albany-Schenectady-Troy, NY",2013-12-20,111810.99
10740,"Albuquerque, NM",2013-12-20,168067.14
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013-12-20,162708.23
11244,"Anaheim-Santa Ana-Irvine, CA",2013-12-20,615256.69
12060,"Atlanta-Sandy Springs-Roswell, GA",2013-12-20,125827.26
12420,"Austin-Round Rock, TX",2013-12-20,211083.84
12580,"Baltimore-Columbia-Towson, MD",2013-12-20,262492.75
12940,"Baton Rouge, LA",2013-12-20,134641.05
13820,"Birmingham-Hoover, AL",2013-12-20,164932.16
14454,"Boston, MA",2013-12-20,164932.16
14860,"Bridgeport-Stamford-Norwalk, CT",2013-12-20,418681.69
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2013-12-20,134996.3
15764,"Cambridge-Newton-Framingham, MA",2013-12-20,140021.89
15804,"Camden, NJ",2013-12-20,184302.61
15980,"Cape Coral-Fort Myers, FL",2013-12-20,158261.34
16740,"Charlotte-Concord-Gastonia, NC-SC",2013-12-20,127308.05
16974,"Chicago-Naperville-Arlington Heights, IL",2013-12-20,177821.8
17140,"Cincinnati, OH-KY-IN",2013-12-20,115050.75
17460,"Cleveland-Elyria, OH",2013-12-20,111816.11
17820,"Colorado Springs, CO",2013-12-20,169719.2
17900,"Columbia, SC",2013-12-20,169719.2
18140,"Columbus, OH",2013-12-20,126869.17
19124,"Dallas-Plano-Irving, TX",2013-12-20,139478.53
19380,"Dayton, OH",2013-12-20,99137.297
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2013-12-20,148210.7
19740,"Denver-Aurora-Lakewood, CO",2013-12-20,253180.11
19804,"Detroit-Dearborn-Livonia, MI",2013-12-20,74648.078
21340,"El Paso, TX",2013-12-20,125393.26
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2013-12-20,222181.25
23104,"Fort Worth-Arlington, TX",2013-12-20,120776.2
23844,"Gary, IN",2013-12-20,154985.53
24340,"Grand Rapids-Wyoming, MI",2013-12-20,141064.39
24660,"Greensboro-High Point, NC",2013-12-20,121226.24
24860,"Greenville-Anderson-Mauldin, SC",2013-12-20,142721.77
25540,"Hartford-West Hartford-East Hartford, CT",2013-12-20,228210.16
26420,"Houston-The Woodlands-Sugar Land, TX",2013-12-20,135000.41
26900,"Indianapolis-Carmel-Anderson, IN",2013-12-20,115957.2
27260,"Jacksonville, FL",2013-12-20,88600.383
28140,"Kansas City, MO-KS",2013-12-20,122513.76
28940,"Knoxville, TN",2013-12-20,131553.33
29404,"Lake County-Kenosha County, IL-WI",2013-12-20,256379.09
29460,"Lakeland-Winter Haven, FL",2013-12-20,108660.59
29820,"Las Vegas-Henderson-Paradise, NV",2013-12-20,166680.05
30780,"Little Rock-North Little Rock-Conway, AR",2013-12-20,114723.16
31084,"Los Angeles-Long Beach-Glendale, CA",2013-12-20,446553.94
31140,"Louisville/Jefferson County, KY-IN",2013-12-20,135994.77
32820,"Memphis, TN-MS-AR",2013-12-20,109199.85
33124,"Miami-Miami Beach-Kendall, FL",2013-12-20,313908.13
33340,"Milwaukee-Waukesha-West Allis, WI",2013-12-20,171517.34
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013-12-20,190357.31
33874,"Montgomery County-Bucks County-Chester County, PA",2013-12-20,224188.16
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2013-12-20,158409.31
35004,"Nassau County-Suffolk County, NY",2013-12-20,438799.72
35084,"Newark, NJ-PA",2013-12-20,242760.31
35300,"New Haven-Milford, CT",2013-12-20,230290.19
35380,"New Orleans-Metairie, LA",2013-12-20,146454.66
35614,"New York-Jersey City-White Plains, NY-NJ",2013-12-20,346701.97
35840,"North Port-Sarasota-Bradenton, FL",2013-12-20,195497.69
36084,"Oakland-Hayward-Berkeley, CA",2013-12-20,416804.06
36420,"Oklahoma City, OK",2013-12-20,119172.22
36540,"Omaha-Council Bluffs, NE-IA",2013-12-20,125844.9
36740,"Orlando-Kissimmee-Sanford, FL",2013-12-20,143258.64
37100,"Oxnard-Thousand Oaks-Ventura, CA",2013-12-20,451526.59
37340,"Palm Bay-Melbourne-Titusville, FL",2013-12-20,124308.09
37964,"Philadelphia, PA",2013-12-20,149493.98
38060,"Phoenix-Mesa-Scottsdale, AZ",2013-12-20,167513.48
38300,"Pittsburgh, PA",2013-12-20,159727.13
38900,"Portland-Vancouver-Hillsboro, OR-WA",2013-12-20,231308.84
39300,"Providence-Warwick, RI-MA",2013-12-20,259341.84
39580,"Raleigh, NC",2013-12-20,159392.05
40060,"Richmond, VA",2013-12-20,158215.47
40140,"Riverside-San Bernardino-Ontario, CA",2013-12-20,236472.38
40380,"Rochester, NY",2013-12-20,127153.09
40900,"Sacramento--Roseville--Arden-Arcade, CA",2013-12-20,253383.97
41180,"St. Louis, MO-IL",2013-12-20,119590.16
41620,"Salt Lake City, UT",2013-12-20,189187.09
41740,"San Diego-Carlsbad, CA",2013-12-20,443595.06
41884,"San Francisco-Redwood City-South San Francisco, CA",2013-12-20,802041.31
41940,"San Jose-Sunnyvale-Santa Clara, CA",2013-12-20,718199.56
42644,"Seattle-Bellevue-Everett, WA",2013-12-20,298999.78
43524,"Silver Spring-Frederick-Rockville, MD",2013-12-20,321750.88
45060,"Syracuse, NY",2013-12-20,136659.77
45104,"Tacoma-Lakewood, WA",2013-12-20,198946.91
45300,"Tampa-St. Petersburg-Clearwater, FL",2013-12-20,137624.2
45780,"Toledo, OH",2013-12-20,169899.94
46060,"Tucson, AZ",2013-12-20,156656.69
46140,"Tulsa, OK",2013-12-20,111634.02
46520,"Urban Honolulu, HI",2013-12-20,554789
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2013-12-20,261580.86
47664,"Warren-Troy-Farmington Hills, MI",2013-12-20,148434.77
47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013-12-20,307864.75
48424,"West Palm Beach-Boca Raton-Delray Beach, FL",2013-12-20,176745.5
48620,"Wichita, KS",2013-12-20,103776.46
48864,"Wilmington, DE-MD-NJ",2013-12-20,172820.88
49180,"Winston-Salem, NC",2013-12-20,133756.95
49340,"Worcester, MA-CT",2013-12-20,133756.95
49660,"Youngstown-Warren-Boardman, OH-PA",2013-12-20,95701.055
10420,"Akron, OH",2013-12-27,110485.48
10580,"Albany-Schenectady-Troy, NY",2013-12-27,110485.48
10740,"Albuquerque, NM",2013-12-27,167993.58
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013-12-27,162497.5
11244,"Anaheim-Santa Ana-Irvine, CA",2013-12-27,642076.81
12060,"Atlanta-Sandy Springs-Roswell, GA",2013-12-27,125195.14
12420,"Austin-Round Rock, TX",2013-12-27,215023.67
12580,"Baltimore-Columbia-Towson, MD",2013-12-27,260340.98
12940,"Baton Rouge, LA",2013-12-27,134734.3
13820,"Birmingham-Hoover, AL",2013-12-27,161286.14
14454,"Boston, MA",2013-12-27,349752.25
14860,"Bridgeport-Stamford-Norwalk, CT",2013-12-27,415851.16
